,isin,year,em_60000,em_60100,em_60200,em_60300,em_60400,em_60500,em_60600,em_60700,em_60800,em_60900,em_61000,em_61100,em_61200,em_61300,em_61400,em_61500,em_61600,em_61700,em_61800
194,US7153471005,2020,378265.6808524061,150477288.0,61471084.0,246128219.0,209948589.0,167549138.0,41222517.0,172464407.0,116409461.0,216431514.0,86611829.0,68628264.0,170198573.0,36057547.0,168841128.0,226108068.0,104891287.0,181945052.0,6422575.0
195,US7153471005,2021,370848.74904367834,243127851.0,71450934.0,206778993.0,64957018.0,69587395.0,9165693.0,187846100.0,31990266.0,36653031.0,92647747.0,233485170.0,226244707.0,263349198.0,32769206.0,79255123.0,135506886.0,179337518.0,282241436.0
196,US7153471005,2022,391008.9240718552,111225631.0,245602601.0,239650331.0,185660205.0,254836057.0,208033783.0,138221203.0,203922465.0,108078082.0,126219292.0,71585472.0,77784715.0,246313484.0,31304251.0,84670715.0,121094391.0,28991480.0,77580057.0
197,US7153471005,2023,356765.99022152874,231618045.0,277700024.0,267102993.0,61343701.0,172081836.0,271716851.0,227394235.0,219711493.0,173933046.0,26348725.0,178165145.0,227119946.0,222647988.0,12798489.0,91769718.0,202152776.0,265364123.0,109500292.0
198,US1713401024,2013,319942.5190318347,262875709.0,83655929.0,264854578.0,93440800.0,178926451.0,77471140.0,198259216.0,189965886.0,142369097.0,221240066.0,16939070.0,195747323.0,107323939.0,210663692.0,176057327.0,217001518.0,152163258.0,237773139.0
199,US1713401024,2014,321367.5480045512,193557974.0,237006298.0,224937255.0,279343448.0,148588259.0,250914169.0,136313218.0,261802948.0,19822186.0,27751572.0,190750910.0,46357021.0,52353548.0,156890736.0,48963075.0,122640905.0,259304063.0,4415313.0
200,US1713401024,2015,295415.76180717495,6657968.0,1079257.0,10762088.0,249663971.0,94964353.0,264627896.0,224061022.0,87212458.0,173356367.0,167398188.0,59904570.0,35646430.0,253392112.0,111229484.0,221153615.0,240270840.0,1595201.0,142026469.0
201,US1713401024,2016,303173.7377837105,233875913.0,58184381.0,135644254.0,221582653.0,220232015.0,165817357.0,155375925.0,52695655.0,60250551.0,239650891.0,87440863.0,144452067.0,15519821.0,68357669.0,42422358.0,64345868.0,187663309.0,45109564.0
202,US1713401024,2017,301535.0013479193,176018259.0,160116717.0,198590747.0,162631312.0,254866887.0,259106924.0,210827799.0,228246790.0,239019264.0,12016388.0,142664600.0,191873748.0,201275341.0,21994648.0,87781858.0,67270972.0,106071426.0,209752954.0
203,US1713401024,2018,335054.0860288665,54685976.0,261539638.0,46606809.0,84325159.0,245773477.0,166490322.0,65105198.0,41858479.0,255411343.0,141630246.0,207949854.0,279350978.0,204535417.0,76624938.0,271019859.0,150537317.0,283500767.0,237550668.0
204,US1713401024,2019,321536.4320076706,222860594.0,276817578.0,74423045.0,84492627.0,178051356.0,179197266.0,284960426.0,269802574.0,71236191.0,58624717.0,156423979.0,129188603.0,152514662.0,55157136.0,138718647.0,231557104.0,262862531.0,152532306.0
205,US1713401024,2020,326556.21339860663,68876273.0,177322001.0,113176326.0,147512999.0,106578319.0,41171509.0,135821250.0,179248216.0,195301044.0,209271458.0,113333231.0,146774163.0,169925077.0,250586637.0,133509073.0,216641254.0,203710999.0,41813465.0
206,US1713401024,2021,319319.84996885277,7154607.0,169108397.0,55392656.0,110737905.0,122137896.0,167112720.0,20315283.0,60237879.0,216186155.0,185137380.0,227036513.0,269186773.0,158798159.0,58863792.0,3363730.0,273250906.0,270976107.0,268713385.0
207,US1713401024,2022,352701.8668971331,122360497.0,135136330.0,140037548.0,24873848.0,174916582.0,41790214.0,139690703.0,34241488.0,14887217.0,224771702.0,154959709.0,118781709.0,223627650.0,18212654.0,232428204.0,167362977.0,205431974.0,245441289.0
208,US1713401024,2023,351657.91555037076,215357575.0,215780458.0,237482464.0,233727111.0,182896211.0,36531255.0,4739515.0,26825273.0,274225955.0,102373969.0,195638493.0,86715681.0,265032423.0,275394831.0,196753785.0,228520312.0,56042465.0,118984812.0
209,JP3240100002,2013,306916.3942343497,221011147.0,4907791.0,222212919.0,225469238.0,61617327.0,33996527.0,95298404.0,70464414.0,247703357.0,34881737.0,276111731.0,55385445.0,205055192.0,101797184.0,83201198.0,287276800.0,170699238.0,135788051.0
210,JP3240100002,2014,302489.78956933843,252775006.0,246542409.0,31492489.0,160296037.0,250756782.0,189194624.0,216570642.0,247335494.0,136729920.0,20094597.0,162261552.0,273787565.0,142911743.0,4397049.0,194540782.0,201276584.0,178210152.0,257855854.0
211,JP3240100002,2015,294112.5839414612,270079741.0,153146528.0,91839850.0,219364811.0,135791992.0,259246881.0,165131759.0,172117420.0,207154516.0,149080949.0,60904396.0,248637463.0,98719120.0,190947448.0,111597265.0,186059258.0,121172533.0,67049065.0
212,JP3240100002,2016,289053.68203052063,223582203.0,108688591.0,240760174.0,129542794.0,132925858.0,45596120.0,258669244.0,114249340.0,117546214.0,212107172.0,186104407.0,240455970.0,94889302.0,256096687.0,122785237.0,118205178.0,225841313.0,129136996.0
213,JP3240100002,2017,299647.51423057745,132939040.0,207789891.0,204043813.0,261231157.0,45741289.0,83844570.0,78491801.0,64158304.0,61940145.0,48002673.0,178237300.0,127797878.0,22160764.0,195982943.0,143304237.0,116408548.0,68215119.0,156005466.0
214,JP3240100002,2018,328052.6626336464,254329980.0,12731843.0,56897816.0,260907789.0,245659784.0,233860797.0,201745506.0,265622450.0,280867715.0,263286901.0,112239330.0,20207833.0,195702883.0,66687512.0,202352285.0,154523532.0,176492983.0,126709368.0
215,JP3240100002,2019,363560.5319715552,82945422.0,150688316.0,189405757.0,96660904.0,238764552.0,273657144.0,184165549.0,23631915.0,207882832.0,188114424.0,110349530.0,119791367.0,221373291.0,204622188.0,224375693.0,79555082.0,135805956.0,23533064.0
216,JP3240100002,2020,398885.7309555285,92682236.0,102243068.0,233893009.0,182577798.0,246969918.0,31950032.0,196636258.0,176448694.0,247449183.0,67387522.0,230139298.0,243672258.0,254223165.0,61505597.0,135853160.0,54872114.0,258964491.0,28573303.0
217,JP3240100002,2021,397493.7432774361,149431483.0,74434726.0,11338664.0,33924926.0,117025638.0,105166307.0,92365080.0,197684060.0,277977511.0,184534122.0,140206511.0,285365587.0,13268421.0,221643394.0,6720978.0,69676386.0,102265601.0,267313610.0
218,JP3240100002,2022,370835.95157975703,30574227.0,61679388.0,278682146.0,101885698.0,282662952.0,265265174.0,213751612.0,271874325.0,228486744.0,103990405.0,236718292.0,165567425.0,88655335.0,207083520.0,205964462.0,173076234.0,187915793.0,228502721.0
219,JP3240100002,2023,391836.7160010123,192114548.0,188539899.0,49779041.0,142700770.0,3044794.0,271503328.0,287301485.0,75211906.0,154322421.0,10159968.0,221848121.0,210230481.0,228913602.0,5643761.0,236985404.0,253333374.0,263941648.0,128963045.0
220,JP3236320002,2013,288882.3394725955,196226896.0,81711777.0,107556346.0,114473350.0,269141744.0,243847024.0,178307306.0,259246383.0,103975684.0,136843937.0,174495732.0,238547078.0,43832423.0,171245128.0,248512105.0,99101841.0,66256736.0,100191214.0
221,JP3236320002,2014,309371.3100202833,80677491.0,202606761.0,186932356.0,278676473.0,184629880.0,248769400.0,51282712.0,68380339.0,161206160.0,255934110.0,248325541.0,175506824.0,106648426.0,12475331.0,262994778.0,170648319.0,101258492.0,134439741.0
222,JP3236320002,2015,353172.32073628664,229724321.0,148794348.0,114761041.0,247289899.0,90140527.0,172415825.0,96008823.0,242766187.0,2663751.0,225609100.0,14655449.0,234408186.0,203293014.0,286661091.0,12420290.0,12496861.0,83715847.0,241995969.0
223,JP3236320002,2016,351682.4669449092,282796864.0,192689180.0,94726406.0,88162802.0,46950280.0,164800802.0,135300271.0,98686204.0,190465452.0,260385812.0,192356931.0,41834246.0,112771111.0,215079728.0,167153239.0,262707554.0,92774361.0,194598925.0
224,JP3236320002,2017,339520.25754461467,60370751.0,68446620.0,,89323321.0,162821596.0,213552004.0,21081592.0,248399729.0,45868722.0,106928175.0,100949983.0,151949612.0,273258474.0,184368240.0,216033550.0,112424318.0,139524144.0,154292911.0
225,JP3236320002,2018,321748.8153128464,41191833.0,252846866.0,71747099.0,36393758.0,148036087.0,49839235.0,89267991.0,284592985.0,164222627.0,174569579.0,152263504.0,109206978.0,7238510.0,89194644.0,215602084.0,155859337.0,261180969.0,18810374.0
226,JP3236320002,2019,335558.31235767,177354248.0,147446581.0,255406341.0,118683477.0,939302.0,191783676.0,50742416.0,104753160.0,218146003.0,111196202.0,71671742.0,235310524.0,274613488.0,214335214.0,217192142.0,228244452.0,119610713.0,244206838.0
227,JP3236320002,2020,300669.44185884454,203527300.0,108662346.0,7332366.0,189041452.0,257244459.0,92594290.0,61574741.0,63153527.0,267255219.0,81512404.0,265336532.0,260944526.0,246319882.0,220644190.0,217417512.0,160932061.0,221938955.0,260035607.0
228,JP3236320002,2021,304856.94683250424,82547716.0,14229111.0,62825092.0,29404727.0,283842260.0,233647909.0,30710815.0,6627268.0,82606087.0,37387206.0,89660653.0,197927355.0,177738053.0,157982128.0,253477218.0,143069207.0,141773032.0,43430580.0
229,JP3236320002,2022,298265.77255117876,222851630.0,166575786.0,226167206.0,126758393.0,29790190.0,287295245.0,188962214.0,253500206.0,54435107.0,28563871.0,123383079.0,91732729.0,51995731.0,218998836.0,202945973.0,194282764.0,261628897.0,272570958.0
230,JP3236320002,2023,298360.3636297976,64269538.0,252654400.0,219182046.0,72961958.0,154498081.0,265420874.0,102595701.0,61657405.0,142905360.0,188173388.0,84315526.0,286376937.0,276708286.0,224198737.0,104041912.0,18744191.0,280301933.0,142970777.0
231,KYG686121032,2013,327019.83154599735,254973418.0,241641165.0,29396817.0,127482675.0,27000122.0,76914703.0,77086787.0,178688881.0,205496105.0,120312085.0,199945813.0,269187609.0,260777085.0,148239989.0,136864127.0,164667908.0,220401282.0,212353487.0
232,KYG686121032,2014,289723.67791750527,88970038.0,76787768.0,114887770.0,12488082.0,71628323.0,88030619.0,20140541.0,179870158.0,275825438.0,276291717.0,276524141.0,42444725.0,259677299.0,21553133.0,92290149.0,145826127.0,233652277.0,266705467.0
233,KYG686121032,2015,298855.43751123734,1905557.0,204858242.0,110209315.0,247809755.0,115872061.0,252028082.0,13209097.0,148041152.0,186821383.0,266427742.0,17164682.0,183733600.0,63104462.0,109034008.0,224881887.0,233835546.0,190431969.0,48836617.0
234,KYG686121032,2016,310185.91163108597,140189915.0,202091838.0,116707394.0,20650895.0,260028741.0,129969325.0,102786567.0,219097618.0,114383207.0,276063280.0,234635367.0,156432912.0,237215421.0,51538498.0,83983205.0,87076455.0,191851541.0,197445323.0
235,KYG686121032,2017,295946.7444247013,132569444.0,30211139.0,155518176.0,233439035.0,91267747.0,269523868.0,162549430.0,226508400.0,283331971.0,55949222.0,98973699.0,192512949.0,71302309.0,252437697.0,32726405.0,269525275.0,186820806.0,193937096.0
236,KYG686121032,2018,333867.4605676498,192501909.0,25594558.0,237453528.0,187767459.0,180398519.0,171347889.0,225852749.0,46059546.0,211109010.0,143464267.0,233416972.0,257046925.0,154734681.0,152004217.0,259782963.0,282361633.0,49664757.0,66227190.0
237,KYG686121032,2019,295432.65936433803,244560950.0,274154323.0,23421358.0,232482003.0,152003701.0,214942760.0,118323929.0,222528674.0,28181116.0,209703215.0,103627122.0,252230403.0,270614809.0,21726850.0,255368487.0,196325494.0,275612334.0,12792953.0
238,KYG686121032,2020,298091.8465525712,57991665.0,232839585.0,307503.0,238603435.0,72105221.0,51294646.0,123109471.0,68528512.0,252149152.0,104986101.0,270634131.0,167347486.0,162307878.0,45812574.0,63759376.0,178448797.0,170489712.0,51667335.0
239,KYG686121032,2021,307202.1507840944,40837983.0,268637283.0,105603092.0,243624341.0,33145028.0,100700996.0,174462553.0,114325404.0,29258286.0,218565855.0,286024661.0,265545122.0,142725536.0,168146053.0,276915546.0,281479802.0,103179655.0,185275387.0
240,KYG686121032,2022,346739.9471211605,6936085.0,202548103.0,241813183.0,147387532.0,119583522.0,182589385.0,53218258.0,214941856.0,38075474.0,12912161.0,262545251.0,179759406.0,2814002.0,241820582.0,253553304.0,121882619.0,253490696.0,163920120.0
241,KYG686121032,2023,394343.7932437729,224212337.0,157533192.0,4330747.0,94993167.0,175831385.0,2887250.0,86847795.0,276003271.0,190974413.0,258494717.0,268313768.0,229213129.0,160042784.0,239222544.0,24371511.0,186664227.0,35191704.0,269501851.0
242,CNE000001KP1,2013,297648.6962154149,36864764.0,167025292.0,164122454.0,225690554.0,113798276.0,140396326.0,130951356.0,166041442.0,244303205.0,254778153.0,118812688.0,260595596.0,83727169.0,232135846.0,244474958.0,285895148.0,140644166.0,134868984.0
243,CNE000001KP1,2014,290660.127167312,36655599.0,13200749.0,72985793.0,155427123.0,35372396.0,71566384.0,56485092.0,112985730.0,218379534.0,96024611.0,96967046.0,173444598.0,175320242.0,99084374.0,4164320.0,167508409.0,205921241.0,166136398.0
244,CNE000001KP1,2015,298922.83045106643,103413399.0,114034150.0,178921616.0,153528654.0,76604647.0,273248404.0,161893801.0,248478820.0,226730941.0,164783497.0,27809741.0,,284171761.0,190665407.0,79292451.0,175854343.0,258919579.0,168253507.0
245,CNE000001KP1,2016,309116.6741129365,242826405.0,259990183.0,251751195.0,108437940.0,241007871.0,77664295.0,80682507.0,36453460.0,102468334.0,143295346.0,192364133.0,64132242.0,226599830.0,275949244.0,148709965.0,258096553.0,222929228.0,151560745.0
246,CNE000001KP1,2017,346951.75897826615,171285559.0,3007651.0,199169756.0,4708169.0,160164533.0,210757731.0,183717362.0,27259861.0,104339607.0,76194235.0,53650422.0,203760049.0,33634581.0,283576638.0,276594968.0,87353279.0,88210123.0,19534157.0
247,CNE000001KP1,2018,385193.59216917126,198134788.0,32289851.0,123569413.0,175715532.0,67050702.0,277824145.0,220202347.0,247533146.0,215376567.0,118902651.0,108200982.0,261811567.0,36442400.0,262377403.0,252205762.0,182488072.0,180238295.0,220712121.0
248,CNE000001KP1,2019,379235.54021169024,180301176.0,184679538.0,232904849.0,72395478.0,60139782.0,,63655361.0,54593211.0,22834527.0,67137283.0,72679481.0,283631948.0,86277087.0,123156228.0,236578635.0,40611531.0,55693874.0,264818643.0
249,CNE000001KP1,2020,414447.33588380617,245725065.0,109311266.0,46823733.0,92574924.0,241976964.0,128378804.0,75858138.0,153584999.0,164691325.0,95914419.0,264318664.0,36061849.0,120395356.0,15623982.0,239642627.0,78662906.0,152984192.0,65594314.0
250,CNE000001KP1,2021,370141.1979409913,,204247537.0,188091766.0,92255098.0,215326259.0,230875126.0,258372531.0,43026844.0,68186790.0,274738134.0,268137674.0,281191517.0,143991294.0,23667776.0,74618868.0,56701506.0,243632754.0,68911593.0
251,CNE000001KP1,2022,358199.7331544126,100874220.0,70963135.0,282492856.0,117886261.0,40891849.0,70343450.0,268012668.0,93326197.0,95557146.0,278189679.0,201243652.0,75593955.0,246286278.0,,29512008.0,183942304.0,263496790.0,271628234.0
252,CNE000001KP1,2023,384054.00030939496,201677632.0,171006067.0,33669654.0,269455787.0,179041251.0,30747391.0,60104033.0,196313179.0,191182840.0,202129869.0,2834471.0,23717558.0,272537803.0,4129103.0,64394799.0,228285534.0,95059724.0,235993767.0
253,JP3610600003,2013,327308.94983696606,221408903.0,19126418.0,139799137.0,255194623.0,128508007.0,207755800.0,128642661.0,77523859.0,282785534.0,110027608.0,281487579.0,257356401.0,128910637.0,123813696.0,13648976.0,61952357.0,17442011.0,26021072.0
254,JP3610600003,2014,365880.35585412115,129849925.0,127543559.0,58238149.0,277543177.0,147929045.0,7614356.0,112179295.0,18164891.0,41386338.0,107582729.0,37298489.0,27690117.0,65359441.0,209667041.0,131506045.0,244807445.0,148805247.0,153542796.0
255,JP3610600003,2015,416706.1885491636,179832100.0,202482935.0,275687585.0,281729597.0,224719248.0,39679841.0,65806112.0,280849000.0,188084830.0,265630942.0,84864187.0,83262249.0,170494962.0,249762229.0,265327665.0,231831940.0,135437447.0,170417739.0
256,JP3610600003,2016,414330.9362370386,230185087.0,227822717.0,288427652.0,98631453.0,63034321.0,187514895.0,172033065.0,30418730.0,223558324.0,53672799.0,110696363.0,185243339.0,228128089.0,27664927.0,78370354.0,81220925.0,193688772.0,185259038.0
257,JP3610600003,2017,364913.4656116037,194681142.0,136017122.0,164073648.0,237160465.0,219377997.0,182911429.0,272485368.0,37573616.0,145565879.0,236101969.0,204867982.0,111401586.0,64678013.0,255661065.0,32026646.0,27084260.0,116193948.0,55858378.0
258,JP3610600003,2018,324358.43320694496,263037519.0,61777718.0,241993137.0,223279542.0,211264725.0,236311701.0,241583680.0,9844017.0,224036155.0,147622919.0,208327693.0,76873408.0,35950278.0,129925961.0,248999872.0,148223603.0,28783145.0,267197359.0
259,JP3610600003,2019,309782.9473479932,180153098.0,269193432.0,17068610.0,37029819.0,193151596.0,75496757.0,183917756.0,203590882.0,62986214.0,269310117.0,281886611.0,107286302.0,195915262.0,73525909.0,238884976.0,128933625.0,115323518.0,100919266.0
260,JP3610600003,2020,311988.6044647578,48550586.0,188896581.0,275129238.0,154586950.0,101853651.0,184372894.0,13232334.0,231520746.0,137595504.0,5349244.0,245696259.0,135582598.0,43520291.0,91227174.0,286014385.0,190895404.0,42887586.0,68986816.0
261,JP3610600003,2021,320352.25655590463,114414177.0,30132917.0,258911203.0,9904109.0,71479538.0,90228843.0,16577703.0,9160389.0,230199228.0,200442590.0,103350938.0,102674252.0,151037773.0,67887492.0,219704504.0,268100698.0,247180866.0,29187477.0
262,JP3610600003,2022,353092.02773259545,186985517.0,233675283.0,73772760.0,264680365.0,272939569.0,124492318.0,186673599.0,139243555.0,13379237.0,82026147.0,120400202.0,286271464.0,203468833.0,138030685.0,154631033.0,110895972.0,217341300.0,162960560.0
263,JP3610600003,2023,324277.3623237453,12921139.0,232418991.0,251033124.0,241169157.0,14983849.0,2005843.0,103637983.0,28888676.0,30307899.0,64726402.0,198608921.0,59210744.0,98263039.0,76589437.0,85917493.0,132994393.0,181734774.0,56732535.0
264,KR7002790004,2013,306493.7294649387,153748176.0,212075639.0,174078325.0,112521269.0,237758206.0,45094486.0,211751427.0,102530298.0,89266883.0,209836803.0,27182435.0,20814962.0,9728931.0,19494268.0,30823101.0,179924913.0,227632387.0,33373938.0
265,KR7002790004,2014,318918.0610679738,183108586.0,237695721.0,87145682.0,268926259.0,266312643.0,178307709.0,27869054.0,74070194.0,196051643.0,262057561.0,7109888.0,116844660.0,48693620.0,164203998.0,272588088.0,251112690.0,26188406.0,42608445.0
266,KR7002790004,2015,314814.23328396986,154309617.0,262687490.0,203486966.0,108420893.0,73161264.0,119685647.0,105668926.0,196783884.0,197127496.0,41792173.0,77677556.0,165238368.0,158276078.0,218522945.0,93451331.0,254451729.0,277602889.0,71966652.0
267,KR7002790004,2016,309608.6054197455,96084180.0,119943621.0,8138734.0,192759771.0,248637288.0,88984535.0,199294015.0,99862984.0,148788242.0,280363765.0,36920059.0,155315923.0,172279629.0,135664289.0,267017960.0,212271880.0,66056453.0,159887120.0
268,KR7002790004,2017,293172.04496530554,72393749.0,10970671.0,237371807.0,179908179.0,44254109.0,179595661.0,253647400.0,190891431.0,273540559.0,269434364.0,34437050.0,76886836.0,4878817.0,224019080.0,178086426.0,26154899.0,21232829.0,13333608.0
269,KR7002790004,2018,320817.46477637655,78068760.0,138574257.0,146374825.0,205395380.0,265661889.0,240485197.0,36149832.0,81627459.0,221814429.0,90020922.0,135914888.0,214915797.0,233397801.0,134910329.0,165278378.0,122646427.0,232795665.0,195955706.0
270,KR7002790004,2019,350250.37853391556,142739377.0,219325732.0,218578885.0,30087135.0,271389134.0,263214456.0,219762389.0,159889144.0,198598697.0,189273700.0,68848661.0,39038297.0,6154383.0,53349673.0,131577802.0,16888886.0,9160493.0,190605874.0
271,KR7002790004,2020,375809.3327176609,26315238.0,53810819.0,137476097.0,26104536.0,,84626445.0,53753357.0,121177270.0,28280846.0,82046393.0,67567595.0,157459700.0,200733456.0,94367745.0,255423180.0,261813118.0,61820031.0,200659374.0
272,KR7002790004,2021,401656.73045685724,101016592.0,256035039.0,72680723.0,28863475.0,261599802.0,120984817.0,266545786.0,237992918.0,114055445.0,136387849.0,240533603.0,186890348.0,180410168.0,154840548.0,59659223.0,119473844.0,246806440.0,168845784.0
273,KR7002790004,2022,457619.26959277707,11009840.0,231287887.0,171590759.0,123451207.0,63298996.0,38868550.0,234825225.0,207934971.0,56823386.0,257399263.0,226290737.0,81176331.0,244503566.0,278560941.0,229455517.0,47784544.0,110538052.0,130183148.0
274,KR7002790004,2023,434009.6729907967,141189836.0,155226168.0,108257618.0,49212411.0,258710679.0,76407191.0,81835938.0,197872010.0,67754684.0,175014744.0,108876218.0,184335969.0,144487151.0,264133750.0,41837924.0,141997238.0,270961536.0,280882738.0
275,US2681501092,2013,329995.455315729,66218110.0,103036256.0,208040989.0,143132775.0,133457796.0,2392802.0,47764940.0,92096641.0,99096016.0,282567432.0,269385409.0,75378655.0,9948531.0,236361652.0,93437957.0,264789974.0,127186533.0,122794133.0
276,US2681501092,2014,311080.8923401146,133267960.0,165084965.0,215954191.0,267831984.0,154450998.0,74466381.0,158038898.0,254304269.0,73453862.0,213416446.0,239176129.0,51017890.0,82110042.0,22580360.0,9490126.0,204828484.0,76110406.0,152042283.0
277,US2681501092,2015,320135.6019046935,62975551.0,132548389.0,62313153.0,203141570.0,26234799.0,77632281.0,142023847.0,260386751.0,162288737.0,51855323.0,145959669.0,278385231.0,51027927.0,217379495.0,108540328.0,28272279.0,234201709.0,220304557.0
278,US2681501092,2016,315139.68115207815,79138510.0,184328257.0,14836766.0,200485369.0,765324.0,115296688.0,43681714.0,87424237.0,212379526.0,103093714.0,25676093.0,14845376.0,182600249.0,227302038.0,182681775.0,12445105.0,172713498.0,94706004.0
279,US2681501092,2017,297732.8601831191,248963171.0,270515650.0,156411458.0,2940171.0,36811334.0,65255414.0,129028102.0,54909588.0,121307542.0,284376230.0,194653550.0,129016901.0,226322917.0,19593969.0,30009239.0,149215968.0,191834950.0,246832260.0
280,US2681501092,2018,292434.5394795359,160072199.0,116298112.0,254761851.0,287837985.0,188708572.0,185254567.0,205321966.0,26508402.0,151730179.0,103303609.0,193558268.0,128816028.0,244673437.0,108469392.0,34384221.0,175449823.0,37904910.0,15068170.0
281,US2681501092,2019,289566.9443664418,117946367.0,231646122.0,147502740.0,165949010.0,242574299.0,277231093.0,195379740.0,147194149.0,246280245.0,98742528.0,12169864.0,262534697.0,287317574.0,197554322.0,142848675.0,74667247.0,33885998.0,253263222.0
282,US2681501092,2020,328350.9104597833,159313354.0,30980819.0,30394362.0,153422124.0,271852907.0,127869804.0,201741415.0,184907077.0,282358120.0,266779023.0,259760313.0,180330843.0,221011860.0,129231860.0,194388781.0,199001581.0,193837650.0,166802786.0
283,US2681501092,2021,366516.92637434055,172433860.0,282618401.0,45576354.0,7896335.0,188203095.0,72348847.0,109158656.0,29275436.0,185267726.0,246189851.0,151186866.0,120618990.0,195780824.0,150757639.0,156836564.0,127995996.0,202443088.0,33770706.0
284,US2681501092,2022,412716.6297316887,5167095.0,26177648.0,252288107.0,23046732.0,46615262.0,188354479.0,279025310.0,114902738.0,125079018.0,256308844.0,63516614.0,81758050.0,238327680.0,112888945.0,144162714.0,145085215.0,195955551.0,195657941.0
285,US2681501092,2023,391816.17626287707,230376337.0,91354502.0,185868576.0,18507729.0,163864537.0,62777383.0,249453976.0,1795244.0,127863252.0,157915221.0,128209208.0,271331894.0,135571136.0,208468661.0,160302726.0,70432714.0,145962216.0,134361244.0
286,US86606G1013,2013,306907.055788527,25936297.0,152487089.0,161716638.0,278261111.0,85620895.0,270866965.0,20758293.0,74530868.0,124458089.0,65299193.0,75264896.0,148076295.0,17670513.0,98889451.0,95792466.0,29994180.0,162833124.0,177752213.0
287,US86606G1013,2014,343881.1856669538,,242336202.0,12799092.0,216181346.0,80731320.0,126180683.0,120469117.0,136037212.0,61155139.0,137815447.0,85765188.0,13300239.0,42563741.0,151781547.0,150267975.0,262294638.0,264383701.0,191332457.0
288,US86606G1013,2015,334058.71019043005,194343826.0,160141453.0,147904017.0,284889740.0,82736448.0,63825473.0,168486497.0,218570553.0,106131539.0,226760745.0,200542160.0,181611750.0,179926692.0,186578092.0,153187208.0,206583194.0,48744731.0,223367231.0
289,US86606G1013,2016,315755.3165184365,169879521.0,107260110.0,80298716.0,10338306.0,279797371.0,126104027.0,132490391.0,14291826.0,275142218.0,227180527.0,41994098.0,34426844.0,201316992.0,,162673573.0,262060733.0,14853163.0,18506737.0
290,US86606G1013,2017,352722.2774859995,209205104.0,270384343.0,188764054.0,29819309.0,155523571.0,250684857.0,218552032.0,73869538.0,188639387.0,19624571.0,56886900.0,55896410.0,247348305.0,198303106.0,13531233.0,76305497.0,108895913.0,142161501.0
291,US86606G1013,2018,348937.4422924647,237339989.0,162454491.0,35303929.0,276506154.0,152848537.0,127553879.0,58762802.0,218652473.0,176518593.0,74614060.0,69725851.0,66832484.0,193774849.0,175780324.0,256385782.0,27223572.0,225090363.0,119212163.0
292,US86606G1013,2019,339306.5172927296,122064842.0,100640364.0,226552146.0,177857036.0,48685996.0,250412107.0,83201628.0,243112890.0,181456581.0,115986712.0,174047318.0,148925093.0,18583889.0,97428460.0,203600373.0,93802997.0,55488164.0,240643492.0
293,US86606G1013,2020,379715.3403355164,180792343.0,223102874.0,161396138.0,112689103.0,230599439.0,221081641.0,248607406.0,166748415.0,214944763.0,205139938.0,140258265.0,225520348.0,158491960.0,135154895.0,60061706.0,35082253.0,98931966.0,34744716.0
294,US86606G1013,2021,421697.9095529322,73516486.0,254179942.0,228549736.0,33779226.0,38492390.0,209830248.0,110023982.0,93928278.0,165616728.0,74033280.0,248592754.0,226160757.0,116861826.0,77794821.0,37315417.0,83346626.0,236797157.0,83797839.0
295,US86606G1013,2022,441865.1047370005,232655229.0,127991640.0,233287970.0,95114339.0,267705459.0,14622990.0,187568386.0,223463474.0,184217386.0,69155973.0,2408369.0,99084147.0,154257288.0,136412314.0,247047630.0,275731924.0,38314149.0,7842221.0
296,US86606G1013,2023,505184.0489418176,53829840.0,282385541.0,250075748.0,5460519.0,260905869.0,63864785.0,22949678.0,89158106.0,95995689.0,54973212.0,242111082.0,241772652.0,32598938.0,262186474.0,136673589.0,184364957.0,92562604.0,14285468.0
297,INE397D01024,2013,330776.74290212913,127474488.0,81041953.0,24682296.0,20943879.0,272729987.0,165202906.0,103448263.0,161861492.0,40900091.0,173075849.0,150129762.0,219897042.0,112693272.0,108300251.0,183267593.0,251219643.0,41516746.0,214804883.0
298,INE397D01024,2014,292109.36467787786,232527832.0,118973406.0,66402214.0,116539146.0,67597096.0,179107243.0,268788369.0,200271485.0,265225651.0,180378002.0,238977968.0,1513218.0,208900343.0,86117882.0,113174531.0,242046813.0,213937192.0,155017028.0
299,INE397D01024,2015,319240.67674188915,84341174.0,256899669.0,239150462.0,214575421.0,9692494.0,252683325.0,236354581.0,36364182.0,156053352.0,286892466.0,24153943.0,158946708.0,94115562.0,222456370.0,114281057.0,54909735.0,102091512.0,136420400.0
300,INE397D01024,2016,336763.9464760777,249070444.0,163645606.0,237472859.0,58656401.0,243488090.0,107238384.0,81929144.0,260195597.0,146216771.0,32261392.0,91965744.0,94211974.0,160167609.0,184891123.0,199534445.0,266986954.0,278293026.0,286118252.0
301,INE397D01024,2017,347923.4745351512,221896868.0,92865656.0,65559883.0,10248885.0,142815472.0,143816497.0,287257957.0,8639934.0,179383109.0,185485955.0,279356591.0,199052186.0,107625129.0,178972239.0,26834790.0,174991762.0,108926334.0,73732638.0
